@relation L1L2M2M3M5

@attribute Perimeter_N numeric
@attribute Area_N numeric
@attribute Width_N numeric
@attribute Heigth_N numeric
@attribute Elongation_N numeric
@attribute MajorAxisLength_N numeric
@attribute MinorAxisLength_N numeric
@attribute Eccentricity_N numeric
@attribute ConvexArea_N numeric
@attribute EulerNumber_N numeric
@attribute EquivDiameter_N numeric
@attribute Solidity_N numeric
@attribute Extent_N numeric
@attribute Compactness_N numeric
@attribute Mode_R_N numeric
@attribute Mean_R_N numeric
@attribute Std_R_N numeric
@attribute Var_R_N numeric
@attribute Entropy_R_N numeric
@attribute DOI_R_N numeric
@attribute PDO_R_N numeric
@attribute Contrast_R_N numeric
@attribute Correlation_R_N numeric
@attribute Energy_R_N numeric
@attribute Homogeneity_R_N numeric
@attribute Mode_G_N numeric
@attribute Mean_G_N numeric
@attribute Std_G_N numeric
@attribute Var_G_N numeric
@attribute Entropy_G_N numeric
@attribute DOI_G_N numeric
@attribute PDO_G_N numeric
@attribute Contrast_G_N numeric
@attribute Correlation_G_N numeric
@attribute Energy_G_N numeric
@attribute Homogeneity_G_N numeric
@attribute Mode_B_N numeric
@attribute Mean_B_N numeric
@attribute Std_B_N numeric
@attribute Var_B_N numeric
@attribute Entropy_B_N numeric
@attribute DOI_B_N numeric
@attribute PDO_B_N numeric
@attribute Contrast_B_N numeric
@attribute Correlation_B_N numeric
@attribute Energy_B_N numeric
@attribute Homogeneity_B_N numeric
@attribute Mode_N_Gray numeric
@attribute Mean_N_Gray numeric
@attribute Std_N_Gray numeric
@attribute Var_N_Gray numeric
@attribute Entropy_N_Gray numeric
@attribute DOI_N_Gray numeric
@attribute PDO_N_Gray numeric
@attribute Contrast_N_Gray numeric
@attribute Correlation_N_Gray numeric
@attribute Energy_N_Gray numeric
@attribute Homogeneity_N_Gray numeric
@attribute Perimeter_C numeric
@attribute Area_C numeric
@attribute Width_C numeric
@attribute Heigth_C numeric
@attribute Elongation_C numeric
@attribute MajorAxisLength_C numeric
@attribute MinorAxisLength_C numeric
@attribute Eccentricity_C numeric
@attribute ConvexArea_C numeric
@attribute EulerNumber_C numeric
@attribute EquivDiameter_C numeric
@attribute Solidity_C numeric
@attribute Extent_C numeric
@attribute Compactness_C numeric
@attribute Mode_R_C numeric
@attribute Mean_R_C numeric
@attribute Std_R_C numeric
@attribute Var_R_C numeric
@attribute Entropy_R_C numeric
@attribute DOI_R_C numeric
@attribute PDO_R_C numeric
@attribute Contrast_R_C numeric
@attribute Correlation_R_C numeric
@attribute Energy_R_C numeric
@attribute Homogeneity_R_C numeric
@attribute Mode_G_C numeric
@attribute Mean_G_C numeric
@attribute Std_G_C numeric
@attribute Var_G_C numeric
@attribute Entropy_G_C numeric
@attribute DOI_G_C numeric
@attribute PDO_G_C numeric
@attribute Contrast_G_C numeric
@attribute Correlation_G_C numeric
@attribute Energy_G_C numeric
@attribute Homogeneity_G_C numeric
@attribute Mode_B_C numeric
@attribute Mean_B_C numeric
@attribute Std_B_C numeric
@attribute Var_B_C numeric
@attribute Entropy_B_C numeric
@attribute DOI_B_C numeric
@attribute PDO_B_C numeric
@attribute Contrast_B_C numeric
@attribute Correlation_B_C numeric
@attribute Energy_B_C numeric
@attribute Homogeneity_B_C numeric
@attribute Mode_C_Gray numeric
@attribute Mean_C_Gray numeric
@attribute Std_C_Gray numeric
@attribute Var_C_Gray numeric
@attribute Entropy_C_Gray numeric
@attribute DOI_C_Gray numeric
@attribute PDO_C_Gray numeric
@attribute Contrast_C_Gray numeric
@attribute Correlation_C_Gray numeric
@attribute Energy_C_Gray numeric
@attribute Homogeneity_C_Gray numeric
@attribute Area_Ci numeric
@attribute Mode_R_Ci numeric
@attribute Mean_R_Ci numeric
@attribute Std_R_Ci numeric
@attribute Var_R_Ci numeric
@attribute Mode_G_Ci numeric
@attribute Mean_G_Ci numeric
@attribute Std_G_Ci numeric
@attribute Var_G_Ci numeric
@attribute Mode_B_Ci numeric
@attribute Mean_B_Ci numeric
@attribute Std_B_Ci numeric
@attribute Var_B_Ci numeric
@attribute Mode_Ci_Gray numeric
@attribute Mean_Ci_Gray numeric
@attribute Std_Ci_Gray numeric
@attribute Var_Ci_Gray numeric
@attribute Area_NC numeric
@attribute Area_NCi numeric
@attribute Perimeter_NC numeric
@attribute EigenGrayN1 numeric
@attribute EigenGrayN2 numeric
@attribute EigenGrayN3 numeric
@attribute EigenGrayN4 numeric
@attribute EigenGrayN5 numeric
@attribute EigenGrayN6 numeric
@attribute EigenGrayN7 numeric
@attribute EigenGrayN8 numeric
@attribute EigenGrayN9 numeric
@attribute EigenGrayN10 numeric
@attribute EigenGrayN11 numeric
@attribute EigenGrayN12 numeric
@attribute EigenGrayN13 numeric
@attribute EigenGrayN14 numeric
@attribute EigenGrayN15 numeric
@attribute EigenGrayN16 numeric
@attribute EigenGrayN17 numeric
@attribute EigenGrayN18 numeric
@attribute EigenGrayN19 numeric
@attribute EigenGrayN20 numeric
@attribute EigenGrayN21 numeric
@attribute EigenGrayN22 numeric
@attribute EigenGrayN23 numeric
@attribute EigenGrayN24 numeric
@attribute EigenGrayN25 numeric
@attribute EigenGrayN26 numeric
@attribute EigenGrayN27 numeric
@attribute EigenGrayN28 numeric
@attribute EigenGrayN29 numeric
@attribute EigenGrayN30 numeric
@attribute EigenRN1 numeric
@attribute EigenRN2 numeric
@attribute EigenRN3 numeric
@attribute EigenRN4 numeric
@attribute EigenRN5 numeric
@attribute EigenRN6 numeric
@attribute EigenRN7 numeric
@attribute EigenRN8 numeric
@attribute EigenRN9 numeric
@attribute EigenRN10 numeric
@attribute EigenRN11 numeric
@attribute EigenRN12 numeric
@attribute EigenRN13 numeric
@attribute EigenRN14 numeric
@attribute EigenRN15 numeric
@attribute EigenRN16 numeric
@attribute EigenRN17 numeric
@attribute EigenRN18 numeric
@attribute EigenRN19 numeric
@attribute EigenRN20 numeric
@attribute EigenRN21 numeric
@attribute EigenRN22 numeric
@attribute EigenRN23 numeric
@attribute EigenRN24 numeric
@attribute EigenRN25 numeric
@attribute EigenRN26 numeric
@attribute EigenRN27 numeric
@attribute EigenRN28 numeric
@attribute EigenRN29 numeric
@attribute EigenRN30 numeric
@attribute EigenGN1 numeric
@attribute EigenGN2 numeric
@attribute EigenGN3 numeric
@attribute EigenGN4 numeric
@attribute EigenGN5 numeric
@attribute EigenGN6 numeric
@attribute EigenGN7 numeric
@attribute EigenGN8 numeric
@attribute EigenGN9 numeric
@attribute EigenGN10 numeric
@attribute EigenGN11 numeric
@attribute EigenGN12 numeric
@attribute EigenGN13 numeric
@attribute EigenGN14 numeric
@attribute EigenGN15 numeric
@attribute EigenGN16 numeric
@attribute EigenGN17 numeric
@attribute EigenGN18 numeric
@attribute EigenGN19 numeric
@attribute EigenGN20 numeric
@attribute EigenGN21 numeric
@attribute EigenGN22 numeric
@attribute EigenGN23 numeric
@attribute EigenGN24 numeric
@attribute EigenGN25 numeric
@attribute EigenGN26 numeric
@attribute EigenGN27 numeric
@attribute EigenGN28 numeric
@attribute EigenGN29 numeric
@attribute EigenGN30 numeric
@attribute EigenBN1 numeric
@attribute EigenBN2 numeric
@attribute EigenBN3 numeric
@attribute EigenBN4 numeric
@attribute EigenBN5 numeric
@attribute EigenBN6 numeric
@attribute EigenBN7 numeric
@attribute EigenBN8 numeric
@attribute EigenBN9 numeric
@attribute EigenBN10 numeric
@attribute EigenBN11 numeric
@attribute EigenBN12 numeric
@attribute EigenBN13 numeric
@attribute EigenBN14 numeric
@attribute EigenBN15 numeric
@attribute EigenBN16 numeric
@attribute EigenBN17 numeric
@attribute EigenBN18 numeric
@attribute EigenBN19 numeric
@attribute EigenBN20 numeric
@attribute EigenBN21 numeric
@attribute EigenBN22 numeric
@attribute EigenBN23 numeric
@attribute EigenBN24 numeric
@attribute EigenBN25 numeric
@attribute EigenBN26 numeric
@attribute EigenBN27 numeric
@attribute EigenBN28 numeric
@attribute EigenBN29 numeric
@attribute EigenBN30 numeric
@attribute EigenGrayC1 numeric
@attribute EigenGrayC2 numeric
@attribute EigenGrayC3 numeric
@attribute EigenGrayC4 numeric
@attribute EigenGrayC5 numeric
@attribute EigenGrayC6 numeric
@attribute EigenGrayC7 numeric
@attribute EigenGrayC8 numeric
@attribute EigenGrayC9 numeric
@attribute EigenGrayC10 numeric
@attribute EigenGrayC11 numeric
@attribute EigenGrayC12 numeric
@attribute EigenGrayC13 numeric
@attribute EigenGrayC14 numeric
@attribute EigenGrayC15 numeric
@attribute EigenGrayC16 numeric
@attribute EigenGrayC17 numeric
@attribute EigenGrayC18 numeric
@attribute EigenGrayC19 numeric
@attribute EigenGrayC20 numeric
@attribute EigenGrayC21 numeric
@attribute EigenGrayC22 numeric
@attribute EigenGrayC23 numeric
@attribute EigenGrayC24 numeric
@attribute EigenGrayC25 numeric
@attribute EigenGrayC26 numeric
@attribute EigenGrayC27 numeric
@attribute EigenGrayC28 numeric
@attribute EigenGrayC29 numeric
@attribute EigenGrayC30 numeric
@attribute EigenRC1 numeric
@attribute EigenRC2 numeric
@attribute EigenRC3 numeric
@attribute EigenRC4 numeric
@attribute EigenRC5 numeric
@attribute EigenRC6 numeric
@attribute EigenRC7 numeric
@attribute EigenRC8 numeric
@attribute EigenRC9 numeric
@attribute EigenRC10 numeric
@attribute EigenRC11 numeric
@attribute EigenRC12 numeric
@attribute EigenRC13 numeric
@attribute EigenRC14 numeric
@attribute EigenRC15 numeric
@attribute EigenRC16 numeric
@attribute EigenRC17 numeric
@attribute EigenRC18 numeric
@attribute EigenRC19 numeric
@attribute EigenRC20 numeric
@attribute EigenRC21 numeric
@attribute EigenRC22 numeric
@attribute EigenRC23 numeric
@attribute EigenRC24 numeric
@attribute EigenRC25 numeric
@attribute EigenRC26 numeric
@attribute EigenRC27 numeric
@attribute EigenRC28 numeric
@attribute EigenRC29 numeric
@attribute EigenRC30 numeric
@attribute EigenGC1 numeric
@attribute EigenGC2 numeric
@attribute EigenGC3 numeric
@attribute EigenGC4 numeric
@attribute EigenGC5 numeric
@attribute EigenGC6 numeric
@attribute EigenGC7 numeric
@attribute EigenGC8 numeric
@attribute EigenGC9 numeric
@attribute EigenGC10 numeric
@attribute EigenGC11 numeric
@attribute EigenGC12 numeric
@attribute EigenGC13 numeric
@attribute EigenGC14 numeric
@attribute EigenGC15 numeric
@attribute EigenGC16 numeric
@attribute EigenGC17 numeric
@attribute EigenGC18 numeric
@attribute EigenGC19 numeric
@attribute EigenGC20 numeric
@attribute EigenGC21 numeric
@attribute EigenGC22 numeric
@attribute EigenGC23 numeric
@attribute EigenGC24 numeric
@attribute EigenGC25 numeric
@attribute EigenGC26 numeric
@attribute EigenGC27 numeric
@attribute EigenGC28 numeric
@attribute EigenGC29 numeric
@attribute EigenGC30 numeric
@attribute EigenBC1 numeric
@attribute EigenBC2 numeric
@attribute EigenBC3 numeric
@attribute EigenBC4 numeric
@attribute EigenBC5 numeric
@attribute EigenBC6 numeric
@attribute EigenBC7 numeric
@attribute EigenBC8 numeric
@attribute EigenBC9 numeric
@attribute EigenBC10 numeric
@attribute EigenBC11 numeric
@attribute EigenBC12 numeric
@attribute EigenBC13 numeric
@attribute EigenBC14 numeric
@attribute EigenBC15 numeric
@attribute EigenBC16 numeric
@attribute EigenBC17 numeric
@attribute EigenBC18 numeric
@attribute EigenBC19 numeric
@attribute EigenBC20 numeric
@attribute EigenBC21 numeric
@attribute EigenBC22 numeric
@attribute EigenBC23 numeric
@attribute EigenBC24 numeric
@attribute EigenBC25 numeric
@attribute EigenBC26 numeric
@attribute EigenBC27 numeric
@attribute EigenBC28 numeric
@attribute EigenBC29 numeric
@attribute EigenBC30 numeric
@attribute Clase {L1,L2,M2,M3,M5}

@data
556.1564,17688,162,149,1.0872,164.015,137.9559,0.5409,18137,1,150.0702,0.9752,0.7328,1.3916,185,189.0285,12.1953,148.7248,0.8374,3343536,189.0285,0.481,0.9541,0.412,0.9594,137,147.5293,15.9439,254.2066,0.8374,2609499,147.5293,0.3845,0.9436,0.4085,0.9623,222,223.0236,9.9957,99.9131,0.8374,3944842,223.0236,0.6317,0.9564,0.4634,0.9635,159,168.5397,13.2537,175.6595,0.8374,2981131,168.5397,0.4975,0.9429,0.2651,0.9374,531.1442,19138,165,151,1.0927,176.1478,138.922,0.6148,19392,1,156.1002,0.9869,0.7681,1.1731,187,190.2179,13.8525,191.8911,0.7813,3640390,190.2179,0.4444,0.9545,0.3939,0.9571,137,151.2544,21.8747,478.5017,0.7813,2894707,151.2544,0.3995,0.9414,0.3818,0.9585,222,224.2056,11.2225,125.9449,0.7813,4290847,224.2056,0.5448,0.9594,0.4456,0.9627,159,171.2161,17.3782,302.0019,0.8688,2981131,155.7702,0.4834,0.9472,0.2652,0.9394,1454,213,204.7421,22.1445,490.3787,210,196.6891,31.307,980.1304,255,238.6039,14.7915,218.7872,215,203.8631,26.2607,689.6227,0.9242,12.1651,1.0471,56.9084,24.15,17.9484,11.1852,7.2566,6.1632,4.0033,3.8815,2.8091,2.246,2.1808,1.7289,1.6004,1.3399,1.2093,1.1016,1.0636,1.0083,0.8662,0.8546,0.7753,0.708,0.669,0.6032,0.5454,0.5083,0.4784,0.4538,0.398,0.3573,63.7839,22.7944,18.3398,10.3425,6.8542,5.5181,3.8021,3.3925,2.5115,2.1132,1.9045,1.6004,1.4627,1.1619,1.1012,0.9482,0.9293,0.9164,0.7744,0.7691,0.7017,0.6058,0.5756,0.5361,0.4756,0.4658,0.4262,0.3953,0.3415,0.3095,50.7506,24.9349,17.5772,12.0157,7.7205,6.4948,4.499,4.1011,3.0668,2.4723,2.3624,1.8835,1.7441,1.5591,1.3294,1.2802,1.1724,1.074,1.0205,0.9448,0.8229,0.7768,0.7617,0.6621,0.6207,0.5571,0.5287,0.5054,0.4591,0.4204,64.0323,23.7095,17.8786,10.1316,7.2417,5.6445,3.6895,3.2884,2.6193,2.1263,1.8987,1.5521,1.4514,1.1266,1.0061,0.9749,0.8731,0.8354,0.7795,0.7382,0.6648,0.5806,0.5472,0.5038,0.461,0.4402,0.4032,0.3822,0.3307,0.3064,56.9084,24.15,17.9484,11.1852,7.2566,6.1632,4.0033,3.8815,2.8091,2.246,2.1808,1.7289,1.6004,1.3399,1.2093,1.1016,1.0636,1.0083,0.8662,0.8546,0.7753,0.708,0.669,0.6032,0.5454,0.5083,0.4784,0.4538,0.398,0.3573,60.8461,27.3594,14.9323,12.7231,8.3036,6.019,4.6274,3.1685,2.821,2.0272,1.9637,1.424,1.2776,1.0291,0.9975,0.9249,0.8684,0.7632,0.662,0.6224,0.573,0.5067,0.4754,0.4446,0.4178,0.3354,0.3215,0.3019,0.2813,0.2653,45.3766,29.1347,16.6605,13.1234,9.4732,7.9868,5.5855,4.084,3.4777,2.6224,2.2594,1.8111,1.5658,1.3873,1.3022,1.1984,1.1494,1.0275,0.8631,0.7652,0.7023,0.6806,0.6485,0.5622,0.5461,0.4637,0.399,0.3932,0.3682,0.3434,61.9563,28.4389,14.7298,13.2436,7.7778,5.7292,4.6218,3.0366,2.6734,2.0957,1.797,1.4066,1.335,0.9801,0.8974,0.8788,0.7914,0.6628,0.6191,0.5465,0.4804,0.4699,0.4159,0.4035,0.3662,0.3267,0.2957,0.2657,0.2566,0.251,L2
461.73,12544,135,132,1.0227,133.147,120.4975,0.4254,12940,1,126.3785,0.9694,0.7039,1.3525,182,185.1605,13.5348,183.1905,0.8764,2322653,185.1605,0.5487,0.9491,0.4155,0.9619,131,137.7309,16.7872,281.8092,0.8764,1727697,137.7309,0.4992,0.9235,0.2925,0.9465,223,225.0064,10.4406,109.0061,0.8764,2822480,225.0064,0.7174,0.9537,0.4272,0.9616,157,161.8599,13.7086,187.9269,0.8764,2030370,161.8599,0.5357,0.9353,0.2978,0.9504,427.0021,12573,134,128,1.0469,131.5421,122.3253,0.3677,12759,1,126.5245,0.9854,0.733,1.154,182,185.3749,13.5655,184.022,0.8371,2330718,185.3749,0.492,0.9515,0.4231,0.9627,131,138.1946,17.6848,312.7517,0.8371,1737521,138.1946,0.4609,0.9261,0.2922,0.9459,223,225.6403,10.8648,118.0444,0.8371,2836975,225.6403,0.6661,0.9545,0.4306,0.9625,157,162.2676,14.3823,206.8511,0.8442,2018443,160.5379,0.4572,0.9418,0.3025,0.9514,276,206,209.308,9.9187,98.3812,201,201.4855,9.2801,86.1198,255,251.0652,3.6545,13.3557,207,209.4601,8.0051,64.082,0.9977,45.4493,1.0813,64.6137,19.4272,9.5978,5.9155,3.9475,3.2482,2.5956,2.1802,2.0609,1.6364,1.3715,1.3477,1.2544,1.094,1.0242,1.013,0.9347,0.7952,0.7796,0.7407,0.7127,0.6653,0.6218,0.54,0.4931,0.4516,0.3689,0.3592,0.3257,0.3105,73.6733,18.4738,8.1389,5.02,3.2964,2.6196,2.1567,2.0448,1.7321,1.363,1.1937,1.1257,1.0218,0.9783,0.9308,0.799,0.7311,0.693,0.6752,0.5989,0.5511,0.5418,0.4945,0.4527,0.4047,0.3788,0.3261,0.2775,0.2604,0.2555,56.7761,19.9223,10.9734,6.5312,4.8289,3.4433,3.1951,2.494,2.0982,1.8937,1.6481,1.5284,1.3376,1.2685,1.182,1.1128,1.0288,0.9393,0.9224,0.8754,0.7875,0.7592,0.7134,0.6187,0.5918,0.5031,0.4298,0.4164,0.3895,0.358,70.2103,20.4407,8.8917,5.1566,3.3881,3.0885,2.1917,2.0661,1.9291,1.4428,1.2647,1.1609,1.0265,1.0127,0.9793,0.8062,0.744,0.7056,0.6436,0.5522,0.4985,0.4961,0.4812,0.4413,0.3961,0.3505,0.3153,0.2814,0.2638,0.2283,58.4816,19.3039,10.6124,7.3942,4.8482,3.3614,2.8343,2.7323,2.1098,1.982,1.5884,1.3868,1.2882,1.1053,1.0597,0.9861,0.8245,0.705,0.6615,0.5767,0.5325,0.4961,0.4154,0.4024,0.353,0.3256,0.2809,0.2588,0.2371,0.216,66.7494,18.657,7.6895,5.5762,5.0627,3.0353,2.659,2.2128,1.6953,1.6392,1.4037,1.3131,1.2128,1.0038,0.9565,0.82,0.7581,0.6732,0.6576,0.5787,0.515,0.4677,0.4036,0.3712,0.3466,0.296,0.2554,0.2442,0.2407,0.2299,46.6,21.722,13.0082,7.1116,5.9115,4.157,3.3528,3.2738,2.3689,2.1207,1.775,1.6381,1.4599,1.2828,1.2328,1.1739,0.9934,0.9855,0.8598,0.8252,0.7131,0.6001,0.5886,0.5254,0.4899,0.4239,0.3692,0.3562,0.3093,0.2956,61.1227,20.9772,9.8787,6.4444,5.1608,3.1461,2.687,2.0422,1.8217,1.598,1.4912,1.4245,1.2442,1.0329,0.9939,0.8599,0.7949,0.707,0.6079,0.5904,0.5446,0.5064,0.3897,0.3676,0.3129,0.2985,0.2611,0.2445,0.2365,0.199,L2
468.9016,14246,145,131,1.1069,147.3345,123.7915,0.5423,14489,1,134.6795,0.9832,0.75,1.2282,186,188.2149,12.8558,165.2706,0.8113,2681310,188.2149,0.5002,0.9496,0.4179,0.9583,131,139.2773,15.6947,246.3237,0.8113,1984144,139.2773,0.4365,0.9279,0.3375,0.947,224,226.7804,10.0868,101.7435,0.8113,3230713,226.7804,0.653,0.954,0.4168,0.9536,159,163.8868,13.0934,171.4372,0.8113,2334732,163.8868,0.5007,0.9351,0.2796,0.9416,522.2569,16263,180,134,1.3433,173.863,123.2994,0.705,16920,1,143.8982,0.9612,0.6743,1.3346,186,192.8692,18.2781,334.0882,0.9105,3136632,192.8692,0.5234,0.9578,0.3361,0.9592,131,149.5416,32.091,1029.8293,0.9105,2431995,149.5416,0.5161,0.9407,0.2785,0.9487,255,229.82,12.7452,162.4396,0.9105,3737563,229.82,0.5903,0.9658,0.3415,0.961,159,171.65,24.9313,621.5708,0.9762,2334732,143.561,0.4375,0.9555,0.2978,0.9529,2028,231,225.6514,17.2136,296.3091,234,221.9103,23.7921,566.065,255,251.2579,8.07,65.1249,235,226.3757,19.2607,370.9757,0.876,7.0247,0.8978,64.8708,19.2588,9.3034,7.7596,4.9911,4.7062,3.6168,3.3242,2.6123,2.4307,2.234,2.1161,1.7567,1.5239,1.2768,1.2057,1.052,0.8226,0.7123,0.6409,0.602,0.5387,0.5019,0.4521,0.3966,0.3695,0.3511,0.3288,0.3089,0.2608,72.8575,19.5233,8.1616,5.8934,4.8458,4.2661,3.1339,2.8898,2.3194,2.1306,1.8527,1.7841,1.5201,1.312,1.1109,1.0414,0.9094,0.6961,0.6037,0.5553,0.5185,0.4683,0.4181,0.3807,0.3623,0.3249,0.2935,0.278,0.2692,0.2236,58.183,18.5198,10.2153,8.9611,5.2129,5.0119,4.1051,3.6595,3.0278,2.6595,2.5195,2.3736,2.0374,1.6546,1.4797,1.3118,1.1935,0.9477,0.8397,0.7498,0.7074,0.6167,0.5932,0.5499,0.4636,0.4293,0.407,0.3785,0.3597,0.3224,70.5459,21.2831,9.6145,6.1803,4.775,4.1481,3.1926,2.8524,2.47,2.2943,1.8924,1.6748,1.5397,1.3647,0.9789,0.9363,0.8345,0.6974,0.5379,0.4889,0.4514,0.4236,0.3808,0.3407,0.3293,0.3081,0.269,0.2511,0.2259,0.1937,64.8708,19.2588,9.3034,7.7596,4.9911,4.7062,3.6168,3.3242,2.6123,2.4307,2.234,2.1161,1.7567,1.5239,1.2768,1.2057,1.052,0.8226,0.7123,0.6409,0.602,0.5387,0.5019,0.4521,0.3966,0.3695,0.3511,0.3288,0.3089,0.2608,61.2296,17.6835,12.2979,8.1906,6.2163,5.1542,5.1158,4.5219,3.4456,2.1318,1.781,1.5373,1.3263,1.2768,1.208,1.0509,0.9313,0.777,0.6559,0.5453,0.533,0.4888,0.4444,0.3942,0.3533,0.3021,0.2955,0.2846,0.2672,0.2571,48.3016,20.778,12.0621,8.7131,7.2113,6.5051,5.552,4.3636,4.2225,2.5676,2.2756,2.2036,1.7108,1.565,1.485,1.1792,1.1396,0.9446,0.8622,0.7626,0.6965,0.6556,0.5605,0.5193,0.4496,0.411,0.3916,0.3542,0.3454,0.338,61.8386,19.2946,11.6886,7.4521,6.1562,5.4389,4.9127,4.2575,3.6403,2.5054,1.8746,1.5755,1.5364,1.2624,1.0108,0.9144,0.8796,0.713,0.6216,0.5833,0.4818,0.4376,0.3829,0.3662,0.3284,0.2853,0.2755,0.2342,0.2214,0.2069,L2
455.6884,12540,145,115,1.2609,145.4783,110.6176,0.6495,13073,1,126.3583,0.9592,0.752,1.3177,132,138.5298,14.1298,199.6516,0.8081,1737164,138.5298,0.4249,0.9271,0.3463,0.9479,103,111.9968,18.4489,340.3601,0.8081,1404440,111.9968,0.3977,0.901,0.3948,0.9557,164,169.1691,13.9457,194.4812,0.8081,2121381,169.1691,0.5179,0.9385,0.28,0.9432,121,126.4478,15.9298,253.7579,0.8081,1585656,126.4478,0.4224,0.9102,0.309,0.9501,449.2031,12499,143,114,1.2544,145.4697,109.85,0.6556,12985,1,126.1516,0.9626,0.7667,1.2847,132,139.3441,16.2138,262.8865,0.7837,1741662,139.3441,0.416,0.9275,0.3396,0.9476,103,113.2556,22.4952,506.0344,0.7837,1415582,113.2556,0.3773,0.9086,0.3984,0.9568,164,171.1579,17.9052,320.5946,0.7837,2139302,171.1579,0.529,0.9371,0.2662,0.9425,121,127.6573,19.5787,383.3266,0.7913,1566761,125.3509,0.3669,0.9194,0.3157,0.9523,497,170,187.6016,17.8725,319.4256,189,189.3199,23.5559,554.8793,221,227.1469,15.3763,236.432,216,193.1187,20.5287,421.4274,1.0033,25.2314,1.0144,51.9962,24.6673,10.1786,8.6478,6.309,5.3279,4.4941,3.2767,2.8176,2.5353,2.0692,1.7939,1.74,1.4689,1.3158,1.1034,1.0445,0.9085,0.8759,0.8421,0.7385,0.7193,0.6942,0.6507,0.6011,0.5379,0.4717,0.4562,0.4339,0.4083,58.3532,23.3319,9.0258,8.0689,6.8437,4.8093,3.9964,3.2509,2.6254,2.3059,1.9747,1.5459,1.5282,1.3736,1.2274,1.0508,0.9542,0.8279,0.7913,0.764,0.6862,0.6266,0.6121,0.5724,0.5273,0.4848,0.4199,0.4048,0.3962,0.3675,48.3863,23.731,10.8898,8.9838,6.2418,5.4968,4.8856,3.3945,2.9863,2.675,2.2702,2.0931,1.7928,1.5762,1.4196,1.1614,1.1516,1.0124,0.9797,0.8714,0.8258,0.8025,0.7672,0.7302,0.6614,0.6164,0.5419,0.5049,0.4865,0.4552,58.1313,25.8764,9.8775,8.2399,6.7912,4.6583,3.8201,3.1049,2.6431,2.3865,1.8585,1.359,1.2741,1.1645,1.0998,0.9434,0.8485,0.7828,0.7031,0.6452,0.6038,0.5325,0.4906,0.4666,0.4528,0.3941,0.3736,0.3303,0.3251,0.3012,51.4654,21.1001,10.7375,9.0489,6.2738,5.6591,4.8746,2.9614,2.3242,2.1877,1.9452,1.7799,1.6889,1.3169,1.0896,1.0043,0.9503,0.8295,0.7879,0.7577,0.7121,0.615,0.5548,0.5077,0.4952,0.4727,0.431,0.3727,0.3442,0.3268,51.2649,21.7871,12.5675,8.6545,6.8399,5.2336,4.4656,3.9681,2.2615,2.1498,1.8703,1.5745,1.4243,1.3073,1.0358,1.0012,0.8404,0.807,0.6905,0.6133,0.5472,0.5048,0.4689,0.4496,0.3926,0.3634,0.3397,0.2895,0.2703,0.2365,42.9521,21.1114,14.3955,9.3573,8.0879,5.4471,4.8422,4.3122,2.6062,2.431,2.2963,1.8069,1.6297,1.52,1.1887,1.0507,0.9881,0.9489,0.8321,0.7884,0.7024,0.643,0.5855,0.5141,0.4766,0.4491,0.4234,0.3717,0.3384,0.308,50.4389,24.2156,13.5374,9.0941,6.8854,5.2878,4.2586,3.706,2.3685,1.8448,1.6269,1.4017,1.1756,1.1298,1.0063,0.8022,0.7153,0.6764,0.5901,0.5315,0.5044,0.4603,0.4345,0.3719,0.3597,0.3176,0.2834,0.2511,0.2437,0.2199,L2
